Total,Plu,Description,Qté_11,Mnt_11,Qté_21,Mnt_21,Qté_31,Mnt_31,Qté_41,Mnt_41,Qté_51,Mnt_51,Qté_12,Mnt_12,Qté_22,Mnt_22,Qté_32,Mnt_32,Qté_42,Mnt_42,Qté_52,Mnt_52,Qté_13,Mnt_13,Qté_23,Mnt_23,Qté_33,Mnt_33,Qté_43,Mnt_43,Qté_53,Mnt_53
"""PROMO BIERE FUT""","""11535973""","""CHIPIE PINTE*""",0.00,0.00,0.00,0.00,1.00,7.25,0.00,0.00,1.00,7.25,3646.00,30857.09,965.00,8011.50,12535.00,100261.08,6621.00,60635.11,23767.00,199764.78,718372.00,4148084.10,192775.00,1371770.96,680848.00,4930743.75,1143637.00,8164317.55,2735632.00,18614916.36
"""PROMO BIERE FUT""","""11535980""","""CHIPIE TEST""",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3647.00,30857.09,965.00,8011.50,12535.00,100261.08,6621.00,60635.11,23768.00,199764.78,718373.00,4148084.10,192775.00,1371770.96,680848.00,4930743.75,1143637.00,8164317.55,2735633.00,18614916.36
"""PROMO BIERE FUT""","""11535985""","""LA MATANTE PINTE*""",0.00,0.00,0.00,0.00,1106.00,8018.50,0.00,0.00,1106.00,8018.50,3647.00,30857.09,965.00,8011.50,13641.00,108279.58,6621.00,60635.11,24874.00,207783.28,718373.00,4148084.10,192775.00,1371770.96,681954.00,4938762.25,1143637.00,8164317.55,2736739.00,18622934.86
"""PROMO BIERE FUT""","""11536164""","""INFUSEE BL. PINTE*""",4.00,115.03,0.00,0.00,9.00,259.02,8.00,230.25,21.00,604.30,3651.00,30972.12,965.00,8011.50,13650.00,108538.60,6629.00,60865.36,24895.00,208387.58,718377.00,4148199.13,192775.00,1371770.96,681963.00,4939021.27,1143645.00,8164547.80,2736760.00,18623539.16
"""PROMO BIERE FUT""","""11536165""","""INFUSEE BL. TEST""",676.00,6208.52,165.00,1513.25,1012.00,9226.25,896.00,8140.77,2749.00,25088.79,4327.00,37180.64,1130.00,9524.75,14662.00,117764.85,7525.00,69006.13,27644.00,233476.37,719053.00,4154407.65,192940.00,1373284.21,682975.00,4948247.52,1144541.00,8172688.57,2739509.00,18648627.95
"""PROMO BIERE FUT""","""11536170""","""GOOSE IPA 18oz*""",0.00,0.00,0.00,0.00,3239.00,21350.08,0.00,0.00,3239.00,21350.08,4327.00,37180.64,1130.00,9524.75,17901.00,139114.93,7525.00,69006.13,30883.00,254826.45,719053.00,4154407.65,192940.00,1373284.21,686214.00,4969597.60,1144541.00,8172688.57,2742748.00,18669978.03
"""PROMO BIERE FUT""","""11536171""","""GOOSE IPA BOCK CAGE*""",0.00,0.00,0.00,0.00,1.00,9.75,0.00,0.00,1.00,9.75,4327.00,37180.64,1130.00,9524.75,17902.00,139124.68,7525.00,69006.13,30884.00,254836.20,719053.00,4154407.65,192940.00,1373284.21,686215.00,4969607.35,1144541.00,8172688.57,2742749.00,18669987.78
"""PROMO BIERE FUT""","""11536176""","""BUD 21oz*""",0.00,0.00,0.00,0.00,952.00,5774.27,0.00,0.00,952.00,5774.27,4327.00,37180.64,1130.00,9524.75,18854.00,144898.95,7525.00,69006.13,31836.00,260610.47,719053.00,4154407.65,192940.00,1373284.21,687167.00,4975381.62,1144541.00,8172688.57,2743701.00,18675762.05
"""PROMO BIERE FUT""","""11536279""","""STELLA 18oz*""",0.00,0.00,0.00,0.00,4153.00,31599.03,0.00,0.00,4153.00,31599.03,4327.00,37180.64,1130.00,9524.75,23007.00,176497.98,7525.00,69006.13,35989.00,292209.50,719053.00,4154407.65,192940.00,1373284.21,691320.00,5006980.65,1144541.00,8172688.57,2747854.00,18707361.08
"""PROMO BIERE FUT""","""11536337""","""RED RUBIS TEST""",0.00,0.00,0.00,0.00,5.00,0.00,7.00,0.00,12.00,0.00,4327.00,37180.64,1130.00,9524.75,23012.00,176497.98,7532.00,69006.13,36001.00,292209.50,719053.00,4154407.65,192940.00,1373284.21,691325.00,5006980.65,1144548.00,8172688.57,2747866.00,18707361.08
"""PROMO BIERE FUT""","""11536340""","""RED RUBIS PINTE*""",0.00,0.00,0.00,0.00,22.00,192.50,0.00,0.00,22.00,192.50,4327.00,37180.64,1130.00,9524.75,23034.00,176690.48,7532.00,69006.13,36023.00,292402.00,719053.00,4154407.65,192940.00,1373284.21,691347.00,5007173.15,1144548.00,8172688.57,2747888.00,18707553.58
"""PROMO BIERE FUT""","""11536371""","""MURPHY PINTE*""",2411.00,35329.53,270.00,5225.50,1130.00,21852.04,1806.00,35004.79,5617.00,97411.86,6738.00,72510.17,1400.00,14750.25,24164.00,198542.52,9338.00,104010.92,41640.00,389813.86,721464.00,4189737.18,193210.00,1378509.71,692477.00,5029025.19,1146354.00,8207693.36,2753505.00,18804965.44
"""PROMO BIERE FUT""","""11536390""","""NEW CASTLE PINTE*""",9.00,204.00,2.00,45.00,52.00,1161.00,51.00,1132.00,114.00,2542.00,6747.00,72714.17,1402.00,14795.25,24216.00,199703.52,9389.00,105142.92,41754.00,392355.86,721473.00,4189941.18,193212.00,1378554.71,692529.00,5030186.19,1146405.00,8208825.36,2753619.00,18807507.44
"""PROMO BIERE FUT""","""11536434""","""BLUE MOON PINTE*""",2965.00,25205.90,693.00,5877.87,3040.00,25783.92,3726.00,31449.02,10424.00,88316.71,9712.00,97920.07,2095.00,20673.12,27256.00,225487.44,13115.00,136591.94,52178.00,480672.57,724438.00,4215147.08,193905.00,1384432.58,695569.00,5055970.11,1150131.00,8240274.38,2764043.00,18895824.15
"""PROMO BIERE FUT""","""11536435""","""BLUE MOON BOCK C*""",240.00,5216.46,39.00,852.28,233.00,5074.14,306.00,6545.81,818.00,17688.69,9952.00,103136.53,2134.00,21525.40,27489.00,230561.58,13421.00,143137.75,52996.00,498361.26,724678.00,4220363.54,193944.00,1385284.86,695802.00,5061044.25,1150437.00,8246820.19,2764861.00,18913512.84
"""PROMO BIERE FUT""","""25183699""","""MOLSON ULTRA TEST""",1.00,50.00,2.00,100.00,3.00,150.00,2.00,100.02,8.00,400.02,9953.00,103186.53,2136.00,21625.40,27492.00,230711.58,13423.00,143237.77,53004.00,498761.28,724679.00,4220413.54,193946.00,1385384.86,695805.00,5061194.25,1150439.00,8246920.21,2764869.00,18913912.86
"""PROMO CIDRE""","""11563677""","""CIDRE RABASKA*""",0.00,0.00,0.00,0.00,213.00,1687.75,0.00,0.00,213.00,1687.75,0.00,0.00,0.00,0.00,213.00,1687.75,0.00,0.00,213.00,1687.75,724679.00,4220413.54,193946.00,1385384.86,696018.00,5062882.00,1150439.00,8246920.21,2765082.00,18915600.61
"""PROMO CIDRE""","""11567605""","""VERRE SANGRIA CIDRE*""",2.00,13.98,0.00,0.00,5.00,35.55,6.00,42.94,13.00,92.47,2.00,13.98,0.00,0.00,218.00,1723.30,6.00,42.94,226.00,1780.22,724681.00,4220427.52,193946.00,1385384.86,696023.00,5062917.55,1150445.00,8246963.15,2765095.00,18915693.08
"""PROMO LCCV""","""11263976""","""CRUSH 355ml*""",83.00,768.00,9.00,82.00,47.00,435.25,255.00,2271.29,394.00,3556.54,83.00,768.00,9.00,82.00,47.00,435.25,255.00,2271.29,394.00,3556.54,724764.00,4221195.52,193955.00,1385466.86,696070.00,5063352.80,1150700.00,8249234.44,2765489.00,18919249.62
"""PROMO LCCV""","""11263977""","""GINGER ALE 355ml*""",56.00,518.00,10.00,93.50,37.00,341.00,156.00,1396.00,259.00,2348.50,139.00,1286.00,19.00,175.50,84.00,776.25,411.00,3667.29,653.00,5905.04,724820.00,4221713.52,193965.00,1385560.36,696107.00,5063693.80,1150856.00,8250630.44,2765748.00,18921598.12
"""PROMO LCCV""","""11263979""","""PEPSI 591ml*""",269.00,1988.50,34.00,248.75,286.00,2083.75,1085.00,7640.01,1674.00,11961.01,408.00,3274.50,53.00,424.25,370.00,2860.00,1496.00,11307.30,2327.00,17866.05,725089.00,4223702.02,193999.00,1385809.11,696393.00,5065777.55,1151941.00,8258270.45,2767422.00,18933559.13
"""PROMO LCCV""","""11263980""","""PEPSI DIETE 591ml*""",32.00,231.50,18.00,129.00,75.00,543.50,254.00,1701.50,379.00,2605.50,440.00,3506.00,71.00,553.25,445.00,3403.50,1750.00,13008.80,2706.00,20471.55,725121.00,4223933.52,194017.00,1385938.11,696468.00,5066321.05,1152195.00,8259971.95,2767801.00,18936164.63
"""PROMO LCCV""","""11263981""","""7UP 591ml*""",236.00,1761.25,63.00,465.75,139.00,1005.50,752.00,5308.35,1190.00,8540.85,676.00,5267.25,134.00,1019.00,584.00,4409.00,2502.00,18317.15,3896.00,29012.40,725357.00,4225694.77,194080.00,1386403.86,696607.00,5067326.55,1152947.00,8265280.30,2768991.00,18944705.48
"""PROMO LCCV""","""11264033""","""EAU AQUAFINA 591ml*""",100.00,947.25,29.00,269.00,85.00,790.50,295.00,2741.00,509.00,4747.75,776.00,6214.50,163.00,1288.00,669.00,5199.50,2797.00,21058.15,4405.00,33760.15,725457.00,4226642.02,194109.00,1386672.86,696692.00,5068117.05,1153242.00,8268021.30,2769500.00,18949453.23
"""PROMO LCCV""","""11264463""","""MONTELLIER 355ml*""",1.00,9.50,0.00,0.00,0.00,0.00,16.00,9.00,17.00,18.50,777.00,6224.00,163.00,1288.00,669.00,5199.50,2813.00,21067.15,4422.00,33778.65,725458.00,4226651.52,194109.00,1386672.86,696692.00,5068117.05,1153258.00,8268030.30,2769517.00,18949471.73
"""PROMO LCCV""","""11706159""","""VIZZY MIMOSA""",2.00,40.00,0.00,0.00,7.00,140.00,14.00,305.50,23.00,485.50,779.00,6264.00,163.00,1288.00,676.00,5339.50,2827.00,21372.65,4445.00,34264.15,725460.00,4226691.52,194109.00,1386672.86,696699.00,5068257.05,1153272.00,8268335.80,2769540.00,18949957.23
"""PROMO LCCV""","""13260135""","""C-24 AILES BUFF JEUD""",18.00,360.00,6.00,120.00,29.00,580.00,49.00,1113.75,102.00,2173.75,797.00,6624.00,169.00,1408.00,705.00,5919.50,2876.00,22486.40,4547.00,36437.90,725478.00,4227051.52,194115.00,1386792.86,696728.00,5068837.05,1153321.00,8269449.55,2769642.00,18952130.98
"""PROMO LCCV""","""13260136""","""C-24 AILES 911 JEUDI""",19.00,380.00,4.00,80.00,13.00,260.00,36.00,737.00,72.00,1457.00,816.00,7004.00,173.00,1488.00,718.00,6179.50,2912.00,23223.40,4619.00,37894.90,725497.00,4227431.52,194119.00,1386872.86,696741.00,5069097.05,1153357.00,8270186.55,2769714.00,18953587.98
"""PROMO LCCV""","""13261605""","""C-BOL CREV MARDI""",11.00,110.00,0.00,0.00,2.00,20.00,53.00,636.00,66.00,766.00,827.00,7114.00,173.00,1488.00,720.00,6199.50,2965.00,23859.40,4685.00,38660.90,725508.00,4227541.52,194119.00,1386872.86,696743.00,5069117.05,1153410.00,8270822.55,2769780.00,18954353.98
"""PROMO LCCV""","""13262509""","""C-MELI-MELO DIMANCHE""",0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,3.00,827.00,7114.00,173.00,1488.00,720.00,6199.50,2966.00,23862.40,4686.00,38663.90,725508.00,4227541.52,194119.00,1386872.86,696743.00,5069117.05,1153411.00,8270825.55,2769781.00,18954356.98
"""PROMO LCCV""","""13262519""","""C-BOUCH PLT ENF DIMA""",0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,3.00,827.00,7114.00,173.00,1488.00,720.00,6199.50,2967.00,23865.40,4687.00,38666.90,725508.00,4227541.52,194119.00,1386872.86,696743.00,5069117.05,1153412.00,8270828.55,2769782.00,18954359.98
"""PROMO LCCV""","""13262522""","""C-**MINI-BURGERS""",0.00,0.00,0.00,0.00,0.00,0.00,3.00,9.00,3.00,9.00,827.00,7114.00,173.00,1488.00,720.00,6199.50,2970.00,23874.40,4690.00,38675.90,725508.00,4227541.52,194119.00,1386872.86,696743.00,5069117.05,1153415.00,8270837.55,2769785.00,18954368.98
"""PROMO LCCV""","""13263563""","""KIT SUPER BOWL""",3.00,195.00,3.00,390.00,0.00,0.00,6.00,430.00,12.00,1015.00,830.00,7309.00,176.00,1878.00,720.00,6199.50,2976.00,24304.40,4702.00,39690.90,725511.00,4227736.52,194122.00,1387262.86,696743.00,5069117.05,1153421.00,8271267.55,2769797.00,18955383.98
"""PROMO LCCV""","""13268813""","""CHX POUTINE 0$""",2.00,15.00,1.00,6.00,2.00,18.00,5.00,39.00,10.00,78.00,832.00,7324.00,177.00,1884.00,722.00,6217.50,2981.00,24343.40,4712.00,39768.90,725513.00,4227751.52,194123.00,1387268.86,696745.00,5069135.05,1153426.00,8271306.55,2769807.00,18955461.98
"""PROMO LUNCH""","""11800301""","""SOUPE JOUR LOC""",8.00,174.00,3.00,65.25,15.00,326.50,14.00,304.75,40.00,870.50,8.00,174.00,3.00,65.25,15.00,326.50,14.00,304.75,40.00,870.50,725521.00,4227925.52,194126.00,1387334.11,696760.00,5069461.55,1153440.00,8271611.30,2769847.00,18956332.48
"""PROMO LUNCH""","""11800469""","""COBB LOC""",30.00,0.00,14.00,0.00,121.00,0.00,230.00,0.00,395.00,0.00,38.00,174.00,17.00,65.25,136.00,326.50,244.00,304.75,435.00,870.50,725551.00,4227925.52,194140.00,1387334.11,696881.00,5069461.55,1153670.00,8271611.30,2770242.00,18956332.48
"""PROMO LUNCH""","""11800701""","""1/4 PLT CUISSE LOC""",0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,38.00,174.00,17.00,65.25,136.00,326.50,250.00,304.75,441.00,870.50,725551.00,4227925.52,194140.00,1387334.11,696881.00,5069461.55,1153676.00,8271611.30,2770248.00,18956332.48
"""PROMO LUNCH""","""11801606""","""FISH & CHIPS LOC""",5.00,0.00,6.00,0.00,14.00,30.00,46.00,10.00,71.00,40.00,43.00,174.00,23.00,65.25,150.00,356.50,296.00,314.75,512.00,910.50,725556.00,4227925.52,194146.00,1387334.11,696895.00,5069491.55,1153722.00,8271621.30,2770319.00,18956372.48
"""PROMO SPIRITUEUX""","""11716473""","""WHISKY SPC""",0.00,0.00,0.00,0.00,40.00,241.00,0.00,0.00,40.00,241.00,0.00,0.00,0.00,0.00,40.00,241.00,0.00,0.00,40.00,241.00,725556.00,4227925.52,194146.00,1387334.11,696935.00,5069732.55,1153722.00,8271621.30,2770359.00,18956613.48
"""PROMO SPIRITUEUX""","""11716724""","""CPT MORGAN BRUN SPC""",0.00,0.00,0.00,0.00,71.00,424.00,0.00,0.00,71.00,424.00,0.00,0.00,0.00,0.00,111.00,665.00,0.00,0.00,111.00,665.00,725556.00,4227925.52,194146.00,1387334.11,697006.00,5070156.55,1153722.00,8271621.30,2770430.00,18957037.48
"""PROMO SPIRITUEUX""","""11716805""","""OLD & FASHIONED*""",0.00,0.00,0.00,0.00,226.00,1372.25,0.00,0.00,226.00,1372.25,0.00,0.00,0.00,0.00,337.00,2037.25,0.00,0.00,337.00,2037.25,725556.00,4227925.52,194146.00,1387334.11,697232.00,5071528.80,1153722.00,8271621.30,2770656.00,18958409.73
"""PROMO SPIRITUEUX""","""11716807""","""LE PETIT COUSIN*""",0.00,0.00,0.00,0.00,159.00,958.75,0.00,0.00,159.00,958.75,0.00,0.00,0.00,0.00,496.00,2996.00,0.00,0.00,496.00,2996.00,725556.00,4227925.52,194146.00,1387334.11,697391.00,5072487.55,1153722.00,8271621.30,2770815.00,18959368.48
"""PROMO SPIRITUEUX""","""11716815""","""LONG ISLAND SPC""",0.00,0.00,0.00,0.00,161.00,972.25,0.00,0.00,161.00,972.25,0.00,0.00,0.00,0.00,657.00,3968.25,0.00,0.00,657.00,3968.25,725556.00,4227925.52,194146.00,1387334.11,697552.00,5073459.80,1153722.00,8271621.30,2770976.00,18960340.73
"""PROMO SPIRITUEUX""","""11716827""","""SEX ON THE BEACH SPC""",0.00,0.00,0.00,0.00,13.00,80.02,0.00,0.00,13.00,80.02,0.00,0.00,0.00,0.00,670.00,4048.27,0.00,0.00,670.00,4048.27,725556.00,4227925.52,194146.00,1387334.11,697565.00,5073539.82,1153722.00,8271621.30,2770989.00,18960420.75
"""PROMO SPIRITUEUX""","""11716915""","""COLLINS FRAMB. SPC""",0.00,0.00,0.00,0.00,122.00,734.75,0.00,0.00,122.00,734.75,0.00,0.00,0.00,0.00,792.00,4783.02,0.00,0.00,792.00,4783.02,725556.00,4227925.52,194146.00,1387334.11,697687.00,5074274.57,1153722.00,8271621.30,2771111.00,18961155.50
"""PROMO SPIRITUEUX""","""11716919""","""VODKA ORANGE SPC""",0.00,0.00,0.00,0.00,16.00,99.00,0.00,0.00,16.00,99.00,0.00,0.00,0.00,0.00,808.00,4882.02,0.00,0.00,808.00,4882.02,725556.00,4227925.52,194146.00,1387334.11,697703.00,5074373.57,1153722.00,8271621.30,2771127.00,18961254.50
"""PROMO SPIRITUEUX""","""11717213""","""BLOODY C. TEQ 1800*""",0.00,0.00,0.00,0.00,29.00,179.50,0.00,0.00,29.00,179.50,0.00,0.00,0.00,0.00,837.00,5061.52,0.00,0.00,837.00,5061.52,725556.00,4227925.52,194146.00,1387334.11,697732.00,5074553.07,1153722.00,8271621.30,2771156.00,18961434.00
"""PROMO SPIRITUEUX""","""11717216""","""BLOODY C. SMIRNOFF*""",0.00,0.00,0.00,0.00,674.00,4067.25,0.00,0.00,674.00,4067.25,0.00,0.00,0.00,0.00,1511.00,9128.77,0.00,0.00,1511.00,9128.77,725556.00,4227925.52,194146.00,1387334.11,698406.00,5078620.32,1153722.00,8271621.30,2771830.00,18965501.25
"""PROMO SPIRITUEUX""","""11717217""","""BLOODY M. POMODORO*""",0.00,0.00,0.00,0.00,17.00,102.50,0.00,0.00,17.00,102.50,0.00,0.00,0.00,0.00,1528.00,9231.27,0.00,0.00,1528.00,9231.27,725556.00,4227925.52,194146.00,1387334.11,698423.00,5078722.82,1153722.00,8271621.30,2771847.00,18965603.75
"""PROMO SPIRITUEUX""","""11717305""","""VERRE BASE*""",325.00,2425.50,90.00,657.25,816.00,5420.80,1388.00,10011.60,2619.00,18515.15,325.00,2425.50,90.00,657.25,2344.00,14652.07,1388.00,10011.60,4147.00,27746.42,725881.00,4230351.02,194236.00,1387991.36,699239.00,5084143.62,1155110.00,8281632.90,2774466.00,18984118.90
"""PROMO VIN""","""""","""""",114.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,114.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725881.00,4230351.02,194236.00,1387991.36,699239.00,5084143.62,1155110.00,8281632.90,2774466.00,18984118.90
"""PROMO VIN""","""11617632""","""5oz DSJ RSV ROUGE*""",64.00,928.52,3.00,43.50,47.00,681.54,37.00,536.54,151.00,2190.10,64.00,928.52,3.00,43.50,47.00,681.54,37.00,536.54,151.00,2190.10,725945.00,4231279.54,194239.00,1388034.86,699286.00,5084825.16,1155147.00,8282169.44,2774617.00,18986309.00
"""PROMO VIN""","""11617978""","""VIN BLANC TEST""",6.00,0.00,4.00,0.00,28.00,0.00,34.00,0.00,72.00,0.00,70.00,928.52,7.00,43.50,75.00,681.54,71.00,536.54,223.00,2190.10,725951.00,4231279.54,194243.00,1388034.86,699314.00,5084825.16,1155181.00,8282169.44,2774689.00,18986309.00
"""PROMO VIN""","""11617979""","""VIN ROUGE/ROSE TEST""",19.00,333.02,5.00,37.00,54.00,407.02,45.00,629.02,123.00,1406.06,89.00,1261.54,12.00,80.50,129.00,1088.56,116.00,1165.56,346.00,3596.16,725970.00,4231612.56,194248.00,1388071.86,699368.00,5085232.18,1155226.00,8282798.46,2774812.00,18987715.06
"""PROMO VIN""","""11617981""","""5oz COTEAU R. BLC*""",0.00,0.00,0.00,0.00,646.00,3920.26,0.00,0.00,646.00,3920.26,89.00,1261.54,12.00,80.50,775.00,5008.82,116.00,1165.56,992.00,7516.42,725970.00,4231612.56,194248.00,1388071.86,700014.00,5089152.44,1155226.00,8282798.46,2775458.00,18991635.32
"""PROMO VIN""","""11617985""","""5oz DSJ BLANC*""",17.00,246.66,2.00,29.00,39.00,565.56,60.00,870.26,118.00,1711.48,106.00,1508.20,14.00,109.50,814.00,5574.38,176.00,2035.82,1110.00,9227.90,725987.00,4231859.22,194250.00,1388100.86,700053.00,5089718.00,1155286.00,8283668.72,2775576.00,18993346.80
"""PROMO VIN""","""11617989""","""5oz COTEAU R. RGE*""",0.00,0.00,0.00,0.00,563.00,3405.79,0.00,0.00,563.00,3405.79,106.00,1508.20,14.00,109.50,1377.00,8980.17,176.00,2035.82,1673.00,12633.69,725987.00,4231859.22,194250.00,1388100.86,700616.00,5093123.79,1155286.00,8283668.72,2776139.00,18996752.59
"""PROMO VIN""","""14399608""","""_SCE FROMAGE BLEU""",0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,39.00,0.00,106.00,1508.20,14.00,109.50,1377.00,8980.17,215.00,2035.82,1712.00,12633.69,725987.00,4231859.22,194250.00,1388100.86,700616.00,5093123.79,1155325.00,8283668.72,2776178.00,18996752.59
"""PROMO VIN""","""14399627""","""_SCE BUFFALO 30ml""",0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,30.00,0.00,106.00,1508.20,14.00,109.50,1377.00,8980.17,245.00,2035.82,1742.00,12633.69,725987.00,4231859.22,194250.00,1388100.86,700616.00,5093123.79,1155355.00,8283668.72,2776208.00,18996752.59
"""PROMO VIN FUT""","""11647602""","""VERRE SANGRIA SPC""",0.00,0.00,0.00,0.00,167.00,1018.50,0.00,0.00,167.00,1018.50,0.00,0.00,0.00,0.00,167.00,1018.50,0.00,0.00,167.00,1018.50,725987.00,4231859.22,194250.00,1388100.86,700783.00,5094142.29,1155355.00,8283668.72,2776375.00,18997771.09
"""PROMO VIN FUT""","""11647612""","""VERRE SANGRIA BLC SP""",0.00,0.00,0.00,0.00,125.00,766.50,0.00,0.00,125.00,766.50,0.00,0.00,0.00,0.00,292.00,1785.00,0.00,0.00,292.00,1785.00,725987.00,4231859.22,194250.00,1388100.86,700908.00,5094908.79,1155355.00,8283668.72,2776500.00,18998537.59
"""REMARQUE""","""""","""""",0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725987.00,4231859.22,194250.00,1388100.86,700908.00,5094908.79,1155355.00,8283668.72,2776500.00,18998537.59
"""REMARQUE""","""10144600""","""CAFE HOTE""",11.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,11.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,725998.00,4231859.22,194284.00,1388100.86,700908.00,5094908.79,1155355.00,8283668.72,2776545.00,18998537.59
"""REMARQUE""","""10144611""","""THE HOTE""",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,14.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,726001.00,4231859.22,194284.00,1388100.86,700908.00,5094908.79,1155355.00,8283668.72,2776548.00,18998537.59
"""REMARQUE""","""10144620""","""TISANE HOTE""",0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,14.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,726001.00,4231859.22,194286.00,1388100.86,700908.00,5094908.79,1155355.00,8283668.72,2776550.00,18998537.59
"""REMARQUE""","""10289510""","""CHASER CLAMATO""",7.00,0.00,4.00,0.00,15.00,0.00,15.00,0.00,41.00,0.00,21.00,0.00,40.00,0.00,15.00,0.00,15.00,0.00,91.00,0.00,726008.00,4231859.22,194290.00,1388100.86,700923.00,5094908.79,1155370.00,8283668.72,2776591.00,18998537.59
"""REMARQUE""","""11010135""","""24 AILES BUFFALO""",27.00,66.00,0.00,0.00,4.00,10.75,43.00,93.75,74.00,170.50,48.00,66.00,40.00,0.00,19.00,10.75,58.00,93.75,165.00,170.50,726035.00,4231925.22,194290.00,1388100.86,700927.00,5094919.54,1155413.00,8283762.47,2776665.00,18998708.09
"""REMARQUE""","""11010136""","""24 AILES 911""",39.00,107.25,12.00,33.00,38.00,104.50,175.00,481.31,264.00,726.06,87.00,173.25,52.00,33.00,57.00,115.25,233.00,575.06,429.00,896.56,726074.00,4232032.47,194302.00,1388133.86,700965.00,5095024.04,1155588.00,8284243.78,2776929.00,18999434.15
"""REMARQUE""","""11010268""","""24 AILES SEL/P""",1.00,51.00,1.00,51.00,12.00,612.00,7.00,357.00,21.00,1071.00,88.00,224.25,53.00,84.00,69.00,727.25,240.00,932.06,450.00,1967.56,726075.00,4232083.47,194303.00,1388184.86,700977.00,5095636.04,1155595.00,8284600.78,2776950.00,19000505.15
"""REMARQUE""","""11020046""","""16 SAUCISSES""",532.00,5320.00,31.00,310.00,403.00,4030.06,293.00,2930.10,1259.00,12590.16,620.00,5544.25,84.00,394.00,472.00,4757.31,533.00,3862.16,1709.00,14557.72,726607.00,4237403.47,194334.00,1388494.86,701380.00,5099666.10,1155888.00,8287530.88,2778209.00,19013095.31
"""REMARQUE""","""11041164""","""SAND ROTI BOEUF""",49.00,0.00,81.00,0.00,8.00,0.00,0.00,0.00,138.00,0.00,669.00,5544.25,165.00,394.00,480.00,4757.31,533.00,3862.16,1847.00,14557.72,726656.00,4237403.47,194415.00,1388494.86,701388.00,5099666.10,1155888.00,8287530.88,2778347.00,19013095.31
"""REMARQUE""","""11229631""","""MAYO POIV LIM 30""",0.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00,669.00,5544.25,170.00,394.00,480.00,4757.31,534.00,3862.16,1853.00,14557.72,726656.00,4237403.47,194420.00,1388494.86,701388.00,5099666.10,1155889.00,8287530.88,2778353.00,19013095.31
"""REMARQUE""","""11229634""","""KETCHUP ENFANT 30ml""",89734.00,0.00,16596.00,0.00,74895.00,0.00,123405.00,0.00,304630.00,0.00,90403.00,5544.25,16766.00,394.00,75375.00,4757.31,123939.00,3862.16,306483.00,14557.72,816390.00,4237403.47,211016.00,1388494.86,776283.00,5099666.10,1279294.00,8287530.88,3082983.00,19013095.31
"""REMARQUE""","""11395010""","""SCE BBQ INC""",144.00,0.00,20.00,0.00,124.00,0.00,203.00,0.00,491.00,0.00,90547.00,5544.25,16786.00,394.00,75499.00,4757.31,124142.00,3862.16,306974.00,14557.72,816534.00,4237403.47,211036.00,1388494.86,776407.00,5099666.10,1279497.00,8287530.88,3083474.00,19013095.31
"""REMARQUE""","""11395011""","""REM-SCE COTE L.""",43.00,0.00,58.00,0.00,65.00,0.00,179.00,0.00,345.00,0.00,90590.00,5544.25,16844.00,394.00,75564.00,4757.31,124321.00,3862.16,307319.00,14557.72,816577.00,4237403.47,211094.00,1388494.86,776472.00,5099666.10,1279676.00,8287530.88,3083819.00,19013095.31
"""REMARQUE""","""11395012""","""AJOUT SCE POIVRE""",2388.00,0.00,662.00,0.00,3724.00,0.00,7348.00,0.00,14122.00,0.00,92978.00,5544.25,17506.00,394.00,79288.00,4757.31,131669.00,3862.16,321441.00,14557.72,818965.00,4237403.47,211756.00,1388494.86,780196.00,5099666.10,1287024.00,8287530.88,3097941.00,19013095.31
"""REMARQUE""","""11395015""","""REM-MIEL""",231.00,0.00,39.00,0.00,172.00,0.00,277.00,0.00,719.00,0.00,93209.00,5544.25,17545.00,394.00,79460.00,4757.31,131946.00,3862.16,322160.00,14557.72,819196.00,4237403.47,211795.00,1388494.86,780368.00,5099666.10,1287301.00,8287530.88,3098660.00,19013095.31
